model_name,case_id,repeat_id,dataset,prediction,confidence,ground_truth,n_judge_opinions
gpt-4.1-mini,30,2,compas,YES,75.0,True,6
gpt-4.1-mini,30,3,compas,YES,75.0,True,6
gpt-4.1-mini,31,1,compas,NO,90.0,False,6
gpt-4.1-mini,31,2,compas,NO,85.0,False,6
gpt-4.1-mini,31,3,compas,NO,85.0,False,6
gpt-4.1-mini,32,1,compas,NO,65.0,False,6
gpt-4.1-mini,32,2,compas,NO,65.0,False,6
gpt-4.1-mini,32,3,compas,NO,70.0,False,6
gpt-4.1-mini,33,1,compas,YES,75.0,True,6
gpt-4.1-mini,33,2,compas,YES,75.0,True,6
gpt-4.1-mini,33,3,compas,YES,75.0,True,6
gpt-4.1-mini,34,1,compas,YES,85.0,True,6
gpt-4.1-mini,34,2,compas,YES,85.0,True,6
gpt-4.1-mini,34,3,compas,YES,85.0,True,6
gpt-4.1-mini,35,1,compas,NO,95.0,False,6
gpt-4.1-mini,35,2,compas,NO,95.0,False,6
gpt-4.1-mini,35,3,compas,NO,95.0,False,6
gpt-4.1-mini,36,1,compas,NO,65.0,False,6
gpt-4.1-mini,36,2,compas,YES,75.0,False,6
gpt-4.1-mini,36,3,compas,NO,70.0,False,6
gpt-4.1-mini,37,1,compas,YES,75.0,True,6
gpt-4.1-mini,37,2,compas,YES,75.0,True,6
gpt-4.1-mini,37,3,compas,YES,75.0,True,6
gpt-4.1-mini,38,1,compas,NO,90.0,False,6
gpt-4.1-mini,38,2,compas,NO,85.0,False,6
gpt-4.1-mini,38,3,compas,NO,85.0,False,6
gpt-4.1-mini,39,1,compas,NO,85.0,False,6
gpt-4.1-mini,39,2,compas,NO,85.0,False,6
gpt-4.1-mini,39,3,compas,NO,85.0,False,6
gpt-4.1-mini,3,1,compas,YES,75.0,True,6
gpt-4.1-mini,3,2,compas,YES,75.0,True,6
gpt-4.1-mini,3,3,compas,YES,75.0,True,6
gpt-4.1-mini,40,1,compas,NO,85.0,False,6
gpt-4.1-mini,40,2,compas,NO,85.0,False,6
gpt-4.1-mini,40,3,compas,NO,85.0,False,6
gpt-4.1-mini,41,1,compas,NO,90.0,False,6
gpt-4.1-mini,41,2,compas,NO,95.0,False,6
gpt-4.1-mini,41,3,compas,NO,90.0,False,6
gpt-4.1-mini,42,1,compas,YES,85.0,True,6
gpt-4.1-mini,42,2,compas,YES,85.0,True,6
gpt-4.1-mini,42,3,compas,YES,80.0,True,6
gpt-4.1-mini,43,1,compas,NO,90.0,False,6
gpt-4.1-mini,43,2,compas,NO,95.0,False,6
gpt-4.1-mini,43,3,compas,NO,90.0,False,6
gpt-4.1-mini,44,1,compas,NO,90.0,False,6
gpt-4.1-mini,44,2,compas,NO,95.0,False,6
gpt-4.1-mini,44,3,compas,NO,95.0,False,6
gpt-4.1-mini,45,1,compas,NO,70.0,False,6
gpt-4.1-mini,45,2,compas,NO,70.0,False,6
gpt-4.1-mini,45,3,compas,NO,70.0,False,6
gpt-4.1-mini,46,1,compas,NO,85.0,True,6
gpt-4.1-mini,46,2,compas,NO,90.0,True,6
gpt-4.1-mini,46,3,compas,NO,85.0,True,6
gpt-4.1-mini,47,1,compas,NO,70.0,False,6
gpt-4.1-mini,47,2,compas,NO,70.0,False,6
gpt-4.1-mini,47,3,compas,NO,70.0,False,6
gpt-4.1-mini,48,1,compas,NO,90.0,True,6
gpt-4.1-mini,48,2,compas,NO,90.0,True,6
gpt-4.1-mini,48,3,compas,NO,85.0,True,6
gpt-4.1-mini,49,1,compas,NO,65.0,False,6
gpt-4.1-mini,49,2,compas,NO,75.0,False,6
gpt-4.1-mini,49,3,compas,NO,65.0,False,6
gpt-4.1-mini,4,1,compas,NO,95.0,False,6
gpt-4.1-mini,4,2,compas,NO,95.0,False,6
gpt-4.1-mini,4,3,compas,NO,95.0,False,6
gpt-4.1-mini,50,1,compas,NO,95.0,False,6
gpt-4.1-mini,50,2,compas,NO,90.0,False,6
gpt-4.1-mini,50,3,compas,NO,90.0,False,6
gpt-4.1-mini,51,1,compas,YES,80.0,True,6
gpt-4.1-mini,51,2,compas,YES,85.0,True,6
gpt-4.1-mini,51,3,compas,YES,75.0,True,6
gpt-4.1-mini,52,1,compas,YES,75.0,True,6
gpt-4.1-mini,52,2,compas,YES,75.0,True,6
gpt-4.1-mini,52,3,compas,YES,75.0,True,6
gpt-4.1-mini,53,1,compas,NO,95.0,False,6
gpt-4.1-mini,53,2,compas,NO,95.0,False,6
gpt-4.1-mini,53,3,compas,NO,95.0,False,6
gpt-4.1-mini,54,1,compas,NO,65.0,False,6
gpt-4.1-mini,54,2,compas,NO,70.0,False,6
gpt-4.1-mini,54,3,compas,NO,75.0,False,6
gpt-4.1-mini,55,1,compas,YES,75.0,True,6
gpt-4.1-mini,55,2,compas,YES,80.0,True,6
gpt-4.1-mini,55,3,compas,YES,75.0,True,6
gpt-4.1-mini,56,1,compas,NO,90.0,False,6
gpt-4.1-mini,56,2,compas,NO,85.0,False,6
gpt-4.1-mini,56,3,compas,NO,85.0,False,6
gpt-4.1-mini,57,1,compas,NO,75.0,True,6
gpt-4.1-mini,57,2,compas,NO,75.0,True,6
gpt-4.1-mini,57,3,compas,NO,75.0,True,6
gpt-4.1-mini,58,1,compas,NO,65.0,True,6
gpt-4.1-mini,58,2,compas,NO,70.0,True,6
gpt-4.1-mini,58,3,compas,NO,65.0,True,6
gpt-4.1-mini,59,1,compas,NO,75.0,True,6
gpt-4.1-mini,59,2,compas,NO,75.0,True,6
gpt-4.1-mini,59,3,compas,NO,75.0,True,6
gpt-4.1-mini,5,1,compas,NO,70.0,True,6
gpt-4.1-mini,5,2,compas,NO,75.0,True,6
gpt-4.1-mini,5,3,compas,YES,70.0,True,6
gpt-4.1-mini,60,1,compas,NO,95.0,False,6
gpt-4.1-mini,60,2,compas,NO,95.0,False,6
gpt-4.1-mini,60,3,compas,NO,95.0,False,6
gpt-4.1-mini,61,1,compas,YES,75.0,True,6
gpt-4.1-mini,61,2,compas,YES,85.0,True,6
gpt-4.1-mini,61,3,compas,YES,85.0,True,6
gpt-4.1-mini,62,1,compas,NO,75.0,False,6
gpt-4.1-mini,62,2,compas,NO,75.0,False,6
gpt-4.1-mini,62,3,compas,NO,75.0,False,6
gpt-4.1-mini,63,1,compas,NO,90.0,False,6
gpt-4.1-mini,63,2,compas,NO,95.0,False,6
gpt-4.1-mini,63,3,compas,NO,90.0,False,6
gpt-4.1-mini,64,1,compas,YES,75.0,False,6
gpt-4.1-mini,64,2,compas,YES,75.0,False,6
gpt-4.1-mini,64,3,compas,YES,75.0,False,6
gpt-4.1-mini,65,1,compas,NO,70.0,False,6
gpt-4.1-mini,65,2,compas,NO,65.0,False,6
gpt-4.1-mini,65,3,compas,NO,65.0,False,6
gpt-4.1-mini,66,1,compas,NO,85.0,False,6
gpt-4.1-mini,66,2,compas,NO,85.0,False,6
gpt-4.1-mini,66,3,compas,NO,85.0,False,6
gpt-4.1-mini,67,1,compas,NO,85.0,False,6
gpt-4.1-mini,67,2,compas,NO,90.0,False,6
gpt-4.1-mini,67,3,compas,NO,90.0,False,6
gpt-4.1-mini,68,1,compas,NO,75.0,False,6
gpt-4.1-mini,68,2,compas,NO,75.0,False,6
gpt-4.1-mini,68,3,compas,NO,75.0,False,6
gpt-4.1-mini,69,1,compas,YES,85.0,False,6
gpt-4.1-mini,69,2,compas,YES,85.0,False,6
gpt-4.1-mini,69,3,compas,YES,85.0,False,6
gpt-4.1-mini,6,1,compas,NO,90.0,False,6
gpt-4.1-mini,6,2,compas,NO,95.0,False,6
gpt-4.1-mini,6,3,compas,NO,95.0,False,6
gpt-4.1-mini,70,1,compas,NO,90.0,False,6
gpt-4.1-mini,70,2,compas,NO,90.0,False,6
gpt-4.1-mini,70,3,compas,NO,85.0,False,6
gpt-4.1-mini,71,1,compas,NO,70.0,True,6
gpt-4.1-mini,71,2,compas,YES,75.0,True,6
gpt-4.1-mini,71,3,compas,YES,75.0,True,6
gpt-4.1-mini,72,1,compas,YES,65.0,False,6
gpt-4.1-mini,72,2,compas,YES,65.0,False,6
gpt-4.1-mini,72,3,compas,YES,70.0,False,6
gpt-4.1-mini,73,1,compas,YES,85.0,True,6
gpt-4.1-mini,73,2,compas,YES,80.0,True,6
gpt-4.1-mini,73,3,compas,YES,75.0,True,6
gpt-4.1-mini,74,1,compas,NO,65.0,False,6
gpt-4.1-mini,74,2,compas,YES,75.0,False,6
gpt-4.1-mini,74,3,compas,YES,75.0,False,6
gpt-4.1-mini,75,1,compas,NO,90.0,False,6
gpt-4.1-mini,75,2,compas,NO,95.0,False,6
gpt-4.1-mini,75,3,compas,NO,95.0,False,6
gpt-4.1-mini,76,1,compas,YES,80.0,True,6
gpt-4.1-mini,76,2,compas,YES,75.0,True,6
gpt-4.1-mini,76,3,compas,YES,80.0,True,6
gpt-4.1-mini,77,1,compas,YES,75.0,False,6
gpt-4.1-mini,77,2,compas,YES,75.0,False,6
gpt-4.1-mini,77,3,compas,YES,75.0,False,6
gpt-4.1-mini,78,1,compas,YES,85.0,True,6
gpt-4.1-mini,78,2,compas,YES,85.0,True,6
gpt-4.1-mini,78,3,compas,YES,80.0,True,6
gpt-4.1-mini,79,1,compas,YES,70.0,True,6
gpt-4.1-mini,79,2,compas,YES,75.0,True,6
gpt-4.1-mini,79,3,compas,YES,75.0,True,6
gpt-4.1-mini,7,1,compas,NO,90.0,False,6
gpt-4.1-mini,7,2,compas,NO,90.0,False,6
gpt-4.1-mini,7,3,compas,NO,95.0,False,6
gpt-4.1-mini,80,1,compas,NO,70.0,False,6
gpt-4.1-mini,80,2,compas,NO,70.0,False,6
gpt-4.1-mini,80,3,compas,NO,65.0,False,6
gpt-4.1-mini,81,1,compas,NO,70.0,False,6
gpt-4.1-mini,81,2,compas,NO,65.0,False,6
gpt-4.1-mini,81,3,compas,NO,65.0,False,6
gpt-4.1-mini,82,1,compas,NO,75.0,False,6
gpt-4.1-mini,82,2,compas,NO,75.0,False,6
gpt-4.1-mini,82,3,compas,NO,75.0,False,6
gpt-4.1-mini,83,1,compas,YES,85.0,False,6
gpt-4.1-mini,83,2,compas,YES,85.0,False,6
gpt-4.1-mini,83,3,compas,YES,85.0,False,6
gpt-4.1-mini,84,1,compas,NO,90.0,True,6
gpt-4.1-mini,84,2,compas,NO,90.0,True,6
gpt-4.1-mini,84,3,compas,NO,85.0,True,6
gpt-4.1-mini,85,1,compas,NO,70.0,False,6
gpt-4.1-mini,85,2,compas,NO,70.0,False,6
gpt-4.1-mini,85,3,compas,NO,70.0,False,6
gpt-4.1-mini,86,1,compas,NO,90.0,False,6
gpt-4.1-mini,86,2,compas,NO,95.0,False,6
gpt-4.1-mini,86,3,compas,NO,90.0,False,6
gpt-4.1-mini,87,1,compas,NO,75.0,False,6
gpt-4.1-mini,87,2,compas,NO,75.0,False,6
gpt-4.1-mini,87,3,compas,NO,85.0,False,6
gpt-4.1-mini,88,1,compas,YES,75.0,True,6
gpt-4.1-mini,88,2,compas,YES,75.0,True,6
gpt-4.1-mini,88,3,compas,YES,75.0,True,6
gpt-4.1-mini,89,1,compas,YES,75.0,True,6
gpt-4.1-mini,89,2,compas,YES,75.0,True,6
gpt-4.1-mini,89,3,compas,YES,70.0,True,6
gpt-4.1-mini,8,1,compas,NO,70.0,False,6
gpt-4.1-mini,8,2,compas,NO,65.0,False,6
gpt-4.1-mini,8,3,compas,NO,65.0,False,6
gpt-4.1-mini,90,1,compas,YES,75.0,False,6
gpt-4.1-mini,90,2,compas,YES,75.0,False,6
gpt-4.1-mini,90,3,compas,YES,75.0,False,6
gpt-4.1-mini,91,1,compas,YES,85.0,True,6
gpt-4.1-mini,91,2,compas,YES,85.0,True,6
gpt-4.1-mini,91,3,compas,YES,85.0,True,6
gpt-4.1-mini,92,1,compas,NO,70.0,True,6
gpt-4.1-mini,92,2,compas,NO,75.0,True,6
gpt-4.1-mini,92,3,compas,NO,70.0,True,6
gpt-4.1-mini,93,1,compas,NO,70.0,True,6
gpt-4.1-mini,93,2,compas,NO,70.0,True,6
gpt-4.1-mini,93,3,compas,NO,65.0,True,6
gpt-4.1-mini,94,1,compas,YES,85.0,True,6
gpt-4.1-mini,94,2,compas,YES,85.0,True,6
gpt-4.1-mini,94,3,compas,YES,85.0,True,6
gpt-4.1-mini,95,1,compas,NO,75.0,True,6
gpt-4.1-mini,95,2,compas,NO,75.0,True,6
gpt-4.1-mini,95,3,compas,NO,75.0,True,6
gpt-4.1-mini,96,1,compas,NO,75.0,True,6
gpt-4.1-mini,96,2,compas,NO,70.0,True,6
gpt-4.1-mini,96,3,compas,NO,70.0,True,6
gpt-4.1-mini,97,1,compas,YES,85.0,True,6
gpt-4.1-mini,97,2,compas,YES,85.0,True,6
gpt-4.1-mini,97,3,compas,YES,80.0,True,6
gpt-4.1-mini,98,1,compas,YES,75.0,True,6
gpt-4.1-mini,98,2,compas,YES,75.0,True,6
gpt-4.1-mini,98,3,compas,YES,75.0,True,6
gpt-4.1-mini,99,1,compas,NO,65.0,True,6
gpt-4.1-mini,99,2,compas,NO,65.0,True,6
gpt-4.1-mini,99,3,compas,NO,65.0,True,6
gpt-4.1-mini,9,1,compas,NO,65.0,True,6
gpt-4.1-mini,9,2,compas,YES,65.0,True,6
gpt-4.1-mini,9,3,compas,YES,70.0,True,6
gpt-4o-mini,0,1,compas,YES,75.0,True,6
gpt-4o-mini,0,2,compas,YES,75.0,True,6
gpt-4o-mini,0,3,compas,YES,75.0,True,6
gpt-4o-mini,100,1,compas,NO,85.0,False,6
gpt-4o-mini,100,2,compas,NO,85.0,False,6
gpt-4o-mini,100,3,compas,NO,75.0,False,6
gpt-4o-mini,101,1,compas,NO,75.0,False,6
gpt-4o-mini,101,2,compas,NO,75.0,False,6
gpt-4o-mini,101,3,compas,NO,75.0,False,6
gpt-4o-mini,102,1,compas,NO,75.0,True,6
gpt-4o-mini,102,2,compas,NO,70.0,True,6
gpt-4o-mini,102,3,compas,NO,75.0,True,6
gpt-4o-mini,103,1,compas,NO,70.0,True,6
gpt-4o-mini,103,2,compas,YES,75.0,True,6
gpt-4o-mini,103,3,compas,YES,70.0,True,6
gpt-4o-mini,104,1,compas,NO,75.0,True,6
gpt-4o-mini,104,2,compas,NO,75.0,True,6
gpt-4o-mini,104,3,compas,NO,75.0,True,6
gpt-4o-mini,105,1,compas,NO,70.0,True,6
gpt-4o-mini,105,2,compas,NO,70.0,True,6
gpt-4o-mini,105,3,compas,YES,75.0,True,6
gpt-4o-mini,106,1,compas,YES,75.0,False,6
gpt-4o-mini,106,2,compas,YES,75.0,False,6
gpt-4o-mini,106,3,compas,YES,75.0,False,6
gpt-4o-mini,107,1,compas,NO,75.0,True,6
gpt-4o-mini,107,2,compas,NO,75.0,True,6
gpt-4o-mini,107,3,compas,NO,75.0,True,6
gpt-4o-mini,108,1,compas,YES,75.0,True,6
gpt-4o-mini,108,2,compas,YES,75.0,True,6
gpt-4o-mini,108,3,compas,YES,85.0,True,6
gpt-4o-mini,109,1,compas,NO,75.0,False,6
gpt-4o-mini,109,2,compas,NO,85.0,False,6
gpt-4o-mini,109,3,compas,NO,85.0,False,6
gpt-4o-mini,10,1,compas,YES,75.0,False,6
gpt-4o-mini,10,2,compas,YES,75.0,False,6
gpt-4o-mini,10,3,compas,YES,75.0,False,6
gpt-4o-mini,110,1,compas,NO,75.0,False,6
gpt-4o-mini,110,2,compas,NO,75.0,False,6
gpt-4o-mini,110,3,compas,NO,75.0,False,6
gpt-4o-mini,111,1,compas,YES,75.0,True,6
gpt-4o-mini,111,2,compas,YES,75.0,True,6
gpt-4o-mini,111,3,compas,YES,75.0,True,6
gpt-4o-mini,112,1,compas,NO,70.0,False,6
gpt-4o-mini,112,2,compas,NO,70.0,False,6
gpt-4o-mini,112,3,compas,NO,65.0,False,6
gpt-4o-mini,113,1,compas,NO,85.0,False,6
gpt-4o-mini,113,2,compas,NO,85.0,False,6
gpt-4o-mini,113,3,compas,NO,85.0,False,6
gpt-4o-mini,114,1,compas,NO,75.0,False,6
gpt-4o-mini,114,2,compas,NO,75.0,False,6
gpt-4o-mini,114,3,compas,NO,75.0,False,6
gpt-4o-mini,115,1,compas,YES,75.0,False,6
gpt-4o-mini,115,2,compas,YES,75.0,False,6
gpt-4o-mini,115,3,compas,NO,75.0,False,6
gpt-4o-mini,116,1,compas,NO,85.0,True,6
gpt-4o-mini,116,2,compas,NO,85.0,True,6
gpt-4o-mini,116,3,compas,NO,85.0,True,6
gpt-4o-mini,117,1,compas,NO,85.0,False,6
gpt-4o-mini,117,2,compas,NO,85.0,False,6
gpt-4o-mini,117,3,compas,NO,85.0,False,6
gpt-4o-mini,118,1,compas,NO,85.0,True,6
gpt-4o-mini,118,2,compas,NO,80.0,True,6
gpt-4o-mini,118,3,compas,NO,75.0,True,6
gpt-4o-mini,119,1,compas,NO,75.0,False,6
gpt-4o-mini,119,2,compas,NO,75.0,False,6
gpt-4o-mini,119,3,compas,NO,75.0,False,6
gpt-4o-mini,11,1,compas,NO,85.0,False,6
gpt-4o-mini,11,2,compas,NO,85.0,False,6
gpt-4o-mini,11,3,compas,NO,85.0,False,6
gpt-4o-mini,120,1,compas,NO,85.0,True,6
gpt-4o-mini,120,2,compas,NO,85.0,True,6
gpt-4o-mini,120,3,compas,NO,85.0,True,6
gpt-4o-mini,121,1,compas,NO,75.0,False,6
gpt-4o-mini,121,2,compas,NO,70.0,False,6
gpt-4o-mini,121,3,compas,NO,75.0,False,6
gpt-4o-mini,122,1,compas,NO,75.0,False,6
gpt-4o-mini,122,2,compas,NO,75.0,False,6
gpt-4o-mini,122,3,compas,NO,75.0,False,6
gpt-4o-mini,123,1,compas,NO,75.0,False,6
gpt-4o-mini,123,2,compas,NO,75.0,False,6
gpt-4o-mini,123,3,compas,NO,85.0,False,6
gpt-4o-mini,124,1,compas,YES,70.0,True,6
gpt-4o-mini,124,2,compas,YES,75.0,True,6
gpt-4o-mini,124,3,compas,NO,70.0,True,6
gpt-4o-mini,125,1,compas,NO,85.0,True,6
gpt-4o-mini,125,2,compas,NO,85.0,True,6
gpt-4o-mini,125,3,compas,NO,85.0,True,6
gpt-4o-mini,126,1,compas,YES,75.0,False,6
gpt-4o-mini,126,2,compas,YES,70.0,False,6
gpt-4o-mini,126,3,compas,NO,70.0,False,6
gpt-4o-mini,127,1,compas,YES,85.0,True,6
gpt-4o-mini,127,2,compas,YES,85.0,True,6
gpt-4o-mini,127,3,compas,YES,85.0,True,6
gpt-4o-mini,128,1,compas,NO,75.0,False,6
gpt-4o-mini,128,2,compas,NO,75.0,False,6
gpt-4o-mini,128,3,compas,NO,75.0,False,6
gpt-4o-mini,129,1,compas,YES,85.0,True,6
gpt-4o-mini,129,2,compas,YES,85.0,True,6
gpt-4o-mini,129,3,compas,YES,85.0,True,6
gpt-4o-mini,12,1,compas,YES,70.0,False,6
gpt-4o-mini,12,2,compas,YES,75.0,False,6
gpt-4o-mini,12,3,compas,YES,70.0,False,6
gpt-4o-mini,130,1,compas,NO,85.0,False,6
gpt-4o-mini,130,2,compas,NO,85.0,False,6
gpt-4o-mini,130,3,compas,NO,85.0,False,6
gpt-4o-mini,131,1,compas,YES,75.0,True,6
gpt-4o-mini,131,2,compas,NO,70.0,True,6
gpt-4o-mini,131,3,compas,YES,75.0,True,6
gpt-4o-mini,132,1,compas,YES,75.0,True,6
gpt-4o-mini,132,2,compas,YES,75.0,True,6
gpt-4o-mini,132,3,compas,YES,70.0,True,6
gpt-4o-mini,133,1,compas,NO,65.0,True,6
gpt-4o-mini,133,2,compas,YES,75.0,True,6
gpt-4o-mini,133,3,compas,NO,70.0,True,6
gpt-4o-mini,134,1,compas,NO,85.0,False,6
gpt-4o-mini,134,2,compas,NO,85.0,False,6
gpt-4o-mini,134,3,compas,NO,75.0,False,6
gpt-4o-mini,135,1,compas,NO,85.0,False,6
gpt-4o-mini,135,2,compas,NO,85.0,False,6
gpt-4o-mini,135,3,compas,NO,85.0,False,6
gpt-4o-mini,136,1,compas,YES,75.0,True,6
gpt-4o-mini,136,2,compas,YES,75.0,True,6
gpt-4o-mini,136,3,compas,YES,75.0,True,6
gpt-4o-mini,137,1,compas,NO,70.0,True,6
gpt-4o-mini,137,2,compas,YES,75.0,True,6
gpt-4o-mini,137,3,compas,NO,70.0,True,6
gpt-4o-mini,138,1,compas,YES,75.0,True,6
gpt-4o-mini,138,2,compas,YES,75.0,True,6
gpt-4o-mini,138,3,compas,YES,75.0,True,6
gpt-4o-mini,139,1,compas,NO,85.0,False,6
gpt-4o-mini,139,2,compas,NO,75.0,False,6
gpt-4o-mini,139,3,compas,NO,80.0,False,6
gpt-4o-mini,13,1,compas,NO,85.0,False,6
gpt-4o-mini,13,2,compas,NO,90.0,False,6
gpt-4o-mini,13,3,compas,NO,85.0,False,6
gpt-4o-mini,140,1,compas,YES,85.0,True,6
gpt-4o-mini,140,2,compas,YES,85.0,True,6
gpt-4o-mini,140,3,compas,YES,85.0,True,6
gpt-4o-mini,141,1,compas,NO,85.0,False,6
gpt-4o-mini,141,2,compas,NO,85.0,False,6
gpt-4o-mini,141,3,compas,NO,85.0,False,6
gpt-4o-mini,142,1,compas,NO,85.0,False,6
gpt-4o-mini,142,2,compas,NO,85.0,False,6
gpt-4o-mini,142,3,compas,NO,85.0,False,6
gpt-4o-mini,143,1,compas,NO,70.0,True,6
gpt-4o-mini,143,2,compas,YES,70.0,True,6
gpt-4o-mini,143,3,compas,YES,70.0,True,6
gpt-4o-mini,144,1,compas,YES,75.0,False,6
gpt-4o-mini,144,2,compas,YES,75.0,False,6
gpt-4o-mini,144,3,compas,YES,75.0,False,6
gpt-4o-mini,145,1,compas,YES,85.0,True,6
gpt-4o-mini,145,2,compas,YES,75.0,True,6
gpt-4o-mini,145,3,compas,YES,75.0,True,6
gpt-4o-mini,146,1,compas,NO,85.0,False,6
gpt-4o-mini,146,2,compas,NO,85.0,False,6
gpt-4o-mini,146,3,compas,NO,85.0,False,6
gpt-4o-mini,147,1,compas,NO,85.0,False,6
gpt-4o-mini,147,2,compas,NO,75.0,False,6
gpt-4o-mini,147,3,compas,NO,85.0,False,6
gpt-4o-mini,148,1,compas,YES,85.0,True,6
gpt-4o-mini,148,2,compas,YES,85.0,True,6
gpt-4o-mini,148,3,compas,YES,85.0,True,6
gpt-4o-mini,149,1,compas,YES,75.0,False,6
gpt-4o-mini,149,2,compas,YES,75.0,False,6
gpt-4o-mini,149,3,compas,YES,75.0,False,6
gpt-4o-mini,14,1,compas,YES,75.0,True,6
gpt-4o-mini,14,2,compas,NO,75.0,True,6
gpt-4o-mini,14,3,compas,YES,75.0,True,6
gpt-4o-mini,150,1,compas,NO,85.0,False,6
gpt-4o-mini,150,2,compas,NO,85.0,False,6
gpt-4o-mini,150,3,compas,NO,85.0,False,6
gpt-4o-mini,151,1,compas,YES,75.0,False,6
gpt-4o-mini,151,2,compas,YES,85.0,False,6
gpt-4o-mini,151,3,compas,YES,75.0,False,6
gpt-4o-mini,152,1,compas,YES,75.0,True,6
gpt-4o-mini,152,2,compas,YES,75.0,True,6
gpt-4o-mini,152,3,compas,NO,70.0,True,6
gpt-4o-mini,153,1,compas,YES,75.0,False,6
gpt-4o-mini,153,2,compas,YES,75.0,False,6
gpt-4o-mini,153,3,compas,YES,75.0,False,6
gpt-4o-mini,154,1,compas,NO,75.0,False,6
gpt-4o-mini,154,2,compas,NO,75.0,False,6
gpt-4o-mini,154,3,compas,NO,75.0,False,6
gpt-4o-mini,155,1,compas,NO,75.0,True,6
gpt-4o-mini,155,2,compas,NO,75.0,True,6
gpt-4o-mini,155,3,compas,NO,75.0,True,6
gpt-4o-mini,156,1,compas,NO,70.0,False,6
gpt-4o-mini,156,2,compas,NO,85.0,False,6
gpt-4o-mini,156,3,compas,NO,75.0,False,6
gpt-4o-mini,157,1,compas,YES,75.0,False,6
gpt-4o-mini,157,2,compas,YES,75.0,False,6
gpt-4o-mini,157,3,compas,YES,75.0,False,6
gpt-4o-mini,158,1,compas,NO,85.0,False,6
gpt-4o-mini,158,2,compas,NO,85.0,False,6
gpt-4o-mini,158,3,compas,NO,85.0,False,6
gpt-4o-mini,159,1,compas,NO,75.0,False,6
gpt-4o-mini,159,2,compas,NO,70.0,False,6
gpt-4o-mini,159,3,compas,YES,75.0,False,6
gpt-4o-mini,15,1,compas,NO,85.0,False,6
gpt-4o-mini,15,2,compas,NO,85.0,False,6
gpt-4o-mini,15,3,compas,NO,85.0,False,6
gpt-4o-mini,160,1,compas,YES,75.0,True,6
gpt-4o-mini,160,2,compas,YES,75.0,True,6
gpt-4o-mini,160,3,compas,YES,75.0,True,6
gpt-4o-mini,161,1,compas,YES,75.0,False,6
gpt-4o-mini,161,2,compas,YES,75.0,False,6
gpt-4o-mini,161,3,compas,YES,85.0,False,6
gpt-4o-mini,162,1,compas,NO,85.0,False,6
gpt-4o-mini,162,2,compas,NO,85.0,False,6
gpt-4o-mini,162,3,compas,NO,85.0,False,6
gpt-4o-mini,163,1,compas,NO,65.0,False,6
gpt-4o-mini,163,2,compas,NO,75.0,False,6
gpt-4o-mini,163,3,compas,NO,75.0,False,6
gpt-4o-mini,164,1,compas,NO,75.0,True,6
gpt-4o-mini,164,2,compas,YES,70.0,True,6
gpt-4o-mini,164,3,compas,YES,70.0,True,6
gpt-4o-mini,165,1,compas,YES,75.0,True,6
gpt-4o-mini,165,2,compas,YES,75.0,True,6
gpt-4o-mini,165,3,compas,YES,75.0,True,6
gpt-4o-mini,166,1,compas,NO,75.0,False,6
gpt-4o-mini,166,2,compas,NO,75.0,False,6
gpt-4o-mini,166,3,compas,NO,75.0,False,6
gpt-4o-mini,167,1,compas,NO,85.0,True,6
gpt-4o-mini,167,2,compas,NO,85.0,True,6
gpt-4o-mini,167,3,compas,NO,85.0,True,6
gpt-4o-mini,168,1,compas,NO,85.0,True,6
gpt-4o-mini,168,2,compas,NO,85.0,True,6
gpt-4o-mini,168,3,compas,NO,85.0,True,6
gpt-4o-mini,169,1,compas,NO,85.0,True,6
gpt-4o-mini,169,2,compas,NO,85.0,True,6
gpt-4o-mini,169,3,compas,NO,85.0,True,6
gpt-4o-mini,16,1,compas,YES,75.0,True,6
gpt-4o-mini,16,2,compas,YES,75.0,True,6
gpt-4o-mini,16,3,compas,YES,75.0,True,6
gpt-4o-mini,170,1,compas,YES,85.0,True,6
gpt-4o-mini,170,2,compas,YES,75.0,True,6
gpt-4o-mini,170,3,compas,YES,85.0,True,6
gpt-4o-mini,171,1,compas,NO,75.0,True,6
gpt-4o-mini,171,2,compas,NO,85.0,True,6
gpt-4o-mini,171,3,compas,NO,85.0,True,6
gpt-4o-mini,172,1,compas,NO,75.0,False,6
gpt-4o-mini,172,2,compas,NO,75.0,False,6
gpt-4o-mini,172,3,compas,NO,75.0,False,6
gpt-4o-mini,173,1,compas,NO,85.0,False,6
gpt-4o-mini,173,2,compas,NO,85.0,False,6
gpt-4o-mini,173,3,compas,NO,85.0,False,6
gpt-4o-mini,174,1,compas,NO,70.0,False,6
gpt-4o-mini,174,2,compas,NO,75.0,False,6
gpt-4o-mini,174,3,compas,NO,75.0,False,6
gpt-4o-mini,175,1,compas,NO,85.0,False,6
gpt-4o-mini,175,2,compas,NO,85.0,False,6
gpt-4o-mini,175,3,compas,NO,85.0,False,6
gpt-4o-mini,176,1,compas,NO,75.0,False,6
gpt-4o-mini,176,2,compas,NO,75.0,False,6
gpt-4o-mini,176,3,compas,NO,75.0,False,6
gpt-4o-mini,177,1,compas,NO,75.0,False,6
gpt-4o-mini,177,2,compas,NO,75.0,False,6
gpt-4o-mini,177,3,compas,NO,75.0,False,6
gpt-4o-mini,178,1,compas,NO,85.0,False,6
gpt-4o-mini,178,2,compas,NO,85.0,False,6
